Id,Date,Text,Combined
1129,2.21.2019,JORDYN WOODS WE ARE NOW HIRING,2.21.2019  JORDYN WOODS WE ARE NOW HIRING
1130,2.20.2019,I AM VERY MUCH DOWN TO EARTH. JUST NOT THIS EARTH -KARL LAGERFELD,2.20.2019  I AM VERY MUCH DOWN TO EARTH. JUST NOT THIS EARTH -KARL LAGERFELD
1131,2.19.2019,WORD OF THE DAY – EXHAUSTIPATED:,2.19.2019  WORD OF THE DAY – EXHAUSTIPATED:
1132,2.15.2019,ROSES ARE RED VIOLETS ARE PINK I’M SINGLE AF I NEED A STRONG DRINK,2.15.2019  ROSES ARE RED VIOLETS ARE PINK I’M SINGLE AF I NEED A STRONG DRINK
1133,2.14.2019,99% OF MY SOCKS ARE SINGLE AND YOU DON’T SEE THEM CRYING ABOUT IT,2.14.2019  99% OF MY SOCKS ARE SINGLE AND YOU DON’T SEE THEM CRYING ABOUT IT
1134,2.13.2019,YOU MISS 100% OF THE SHOTS YOU DON’T TAKE,2.13.2019  YOU MISS 100% OF THE SHOTS YOU DON’T TAKE
1135,2.12.2019,POOP JOKES AREN’T MY FAVORITE BUT THEY’RE A SOLID NUMBER TWO,2.12.2019  POOP JOKES AREN’T MY FAVORITE BUT THEY’RE A SOLID NUMBER TWO
1136,2.11.2019,"NEVER LAUGH AT YOUR WIFE’S CHOICES, YOU’RE ONE OF THEM","2.11.2019  NEVER LAUGH AT YOUR WIFE’S CHOICES, YOU’RE ONE OF THEM"
1137,2.8.2019,"BY ALL MEANS, PLEASE POST MORE PICTURES OF THE SUNSET","2.8.2019  BY ALL MEANS, PLEASE POST MORE PICTURES OF THE SUNSET"
1138,2.7.2019,NAME THREE WORDS BETTER THAN “WERE HAVING FAJITAS”,2.7.2019  NAME THREE WORDS BETTER THAN “WERE HAVING FAJITAS”
1139,2.5.2019,WHY DO SOME PEOPLE HATE COLD COFFEE BUT LOOOOVE ICED COFFEE?,2.5.2019  WHY DO SOME PEOPLE HATE COLD COFFEE BUT LOOOOVE ICED COFFEE?
1140,2.4.2019,I WOULD HAVE RATHER WATCHED THE SPONGEBOB HALFTIME SHOW,2.4.2019  I WOULD HAVE RATHER WATCHED THE SPONGEBOB HALFTIME SHOW
1141,2.1.2019,MARGARITAS STILL COLDER THAN THE POLAR VORTEX,2.1.2019  MARGARITAS STILL COLDER THAN THE POLAR VORTEX
1142,1.31.2019,JANUARY WAS A TOUGH YEAR BUT WE MADE IT THROUGH,1.31.2019  JANUARY WAS A TOUGH YEAR BUT WE MADE IT THROUGH
1143,1.30.2019,RAPPERS COME IN TWO SIZES: BIG AND LIL,1.30.2019  RAPPERS COME IN TWO SIZES: BIG AND LIL
1144,1.28.2019,IMAGINE HOW OUT OF HAND IT WOULD GET IF WE DIDN’T GET HUNGOVER,1.28.2019  IMAGINE HOW OUT OF HAND IT WOULD GET IF WE DIDN’T GET HUNGOVER
1145,1.25.2019,BEEF JERKEY IS JUST A COW RAISIN,1.25.2019  BEEF JERKEY IS JUST A COW RAISIN
1146,1.24.2019,IF U DON’T KNOW THE DIFFERENCE BETWEEN “THERE” “THEIR” AND “THEY’RE” YOUR AN IDIOT,1.24.2019  IF U DON’T KNOW THE DIFFERENCE BETWEEN “THERE” “THEIR” AND “THEY’RE” YOUR AN IDIOT
1147,1.23.2019,"BE CAREFUL WHEN YOU FOLLOW THE MASSES, SOMETIMES THE M IS SILENT","1.23.2019  BE CAREFUL WHEN YOU FOLLOW THE MASSES, SOMETIMES THE M IS SILENT"
1148,1.22.2019,STUDIES SHOW IT DO BE LIKE THAT SOMETIMES,1.22.2019  STUDIES SHOW IT DO BE LIKE THAT SOMETIMES
1149,1.21.2019,SALAD IS JUST “SAD” WITH LA IN THE MIDDLE,1.21.2019  SALAD IS JUST “SAD” WITH LA IN THE MIDDLE
1150,1.18.2019,"WELL, WELL, WELL, IF IT ISN’T THE CONSEQUENCES OF MY OWN ACTIONS","1.18.2019  WELL, WELL, WELL, IF IT ISN’T THE CONSEQUENCES OF MY OWN ACTIONS"
1151,1.17.2019,IF MATTHEW MCCONAUGHEY WERE A JUDGE ALL RISE! ALLRISE! ALL RISE!,1.17.2019  IF MATTHEW MCCONAUGHEY WERE A JUDGE ALL RISE! ALLRISE! ALL RISE!
1152,1.16.2019,SOME OF YOU HAVE NEVER HAD A REAL TACO AND IT SHOWS,1.16.2019  SOME OF YOU HAVE NEVER HAD A REAL TACO AND IT SHOWS
1153,1.15.2019,TODAY’S BREAKFAST TACOS BROUGHT TO YOU BY THE INSTAGRAM EGG,1.15.2019  TODAY’S BREAKFAST TACOS BROUGHT TO YOU BY THE INSTAGRAM EGG
1154,1.14.2019,AUSTRALIANS ARE JUST BRITISH TEXANS,1.14.2019  AUSTRALIANS ARE JUST BRITISH TEXANS
1155,1.11.2019,WHAT DO YOU CALL A SLEEPING DINOSAUR? A DINOSNOR,1.11.2019  WHAT DO YOU CALL A SLEEPING DINOSAUR? A DINOSNOR
1156,1.10.2019,BEFORE YOU JUDGE SOMEBODY MAKE SURE YOU”RE PREFECT,1.10.2019  BEFORE YOU JUDGE SOMEBODY MAKE SURE YOU”RE PREFECT
1157,1.9.2019,*CLEAND OUT REFRIGERATOR* EVERY TIME I HERE SPARKS JOY,1.9.2019  *CLEAND OUT REFRIGERATOR* EVERY TIME I HERE SPARKS JOY
1158,1.8.2019,ALARM CLOCK: NO GWING EYLELIDS FROM OKIUNLOCKING IPHONE WITH MY SLEEPING FACE,1.8.2019  ALARM CLOCK: NO GWING EYLELIDS FROM OKIUNLOCKING IPHONE WITH MY SLEEPING FACE
1159,1.7.2019,TRYING TO MAKE PROTEIN SHAKES BUT THEY KEEP COMING OUT AS MARGARITAS,1.7.2019  TRYING TO MAKE PROTEIN SHAKES BUT THEY KEEP COMING OUT AS MARGARITAS
1160,1.3.2019,"NO MATTER HOW COLD IT IS, SOMEONE IS STILL SLEEPING WITH THE FAN ON","1.3.2019  NO MATTER HOW COLD IT IS, SOMEONE IS STILL SLEEPING WITH THE FAN ON"
1161,1.2.2019,WHO ELSE IS READY TO BREAK THAT WHOLE “DRINK LESS” RESOLUTION THING?,1.2.2019  WHO ELSE IS READY TO BREAK THAT WHOLE “DRINK LESS” RESOLUTION THING?
1162,12.27.2018,I PLAN ON MARRYING INTO A FAMILY THAT DOES MIMOSAS INSTEAD OF 5KS,12.27.2018  I PLAN ON MARRYING INTO A FAMILY THAT DOES MIMOSAS INSTEAD OF 5KS
1163,12.21.2018,JOLLIEST BUNCH OF ENCHILADAS THIS SIDE OF THE NUTHOUSE,12.21.2018  JOLLIEST BUNCH OF ENCHILADAS THIS SIDE OF THE NUTHOUSE
1164,12.20.2018,"FRIDAY CALLED, SHE’S COMING TOMORROW, AND SHE’S BRINGING MARGS","12.20.2018  FRIDAY CALLED, SHE’S COMING TOMORROW, AND SHE’S BRINGING MARGS"
1165,12.19.2018,NEW YEARS RESOLUTIONS: 1 PET MORE DOGS 2 SEE #1,12.19.2018  NEW YEARS RESOLUTIONS: 1 PET MORE DOGS 2 SEE #1
1166,12.18.2018,BEING A SECRET SANTA IS PROBABLY THE ONLY OFFICE SECRET YOU’VE EVER KEPT,12.18.2018  BEING A SECRET SANTA IS PROBABLY THE ONLY OFFICE SECRET YOU’VE EVER KEPT
1167,12.17.2018,THIS DRAKE KANYE ARIANA PETE NICKI CAROL OFFSET BEEF IS CRAZY,12.17.2018  THIS DRAKE KANYE ARIANA PETE NICKI CAROL OFFSET BEEF IS CRAZY
1168,12.14.2018,WHY CAN’T A CHAMELEON CHANGE HIS COLOR? A REPTILE DYSFUNCTION,12.14.2018  WHY CAN’T A CHAMELEON CHANGE HIS COLOR? A REPTILE DYSFUNCTION
1169,12.12.2018,"NOTHING A BOWL OF QUESO CAN’T FIX, IT’S LIKE THE DUCT TAPE OF FOODS","12.12.2018  NOTHING A BOWL OF QUESO CAN’T FIX, IT’S LIKE THE DUCT TAPE OF FOODS"
1170,12.11.2018,DO TWINS EVER REALIZE THAT ONE OF THEM WAS UNPLANNED?,12.11.2018  DO TWINS EVER REALIZE THAT ONE OF THEM WAS UNPLANNED?
1171,12.10.2018,IF THE NOTEBOOK WAS IN 2018: “I WATCHED UR IG STORY EVERY DAY FOR A YEAR”,12.10.2018  IF THE NOTEBOOK WAS IN 2018: “I WATCHED UR IG STORY EVERY DAY FOR A YEAR”
1172,12.6.2018,"IF YOU LIKE CHRISTMAS SO MUCH, WHY DON’T YOU MERRY IT?","12.6.2018  IF YOU LIKE CHRISTMAS SO MUCH, WHY DON’T YOU MERRY IT?"
1173,12.3.2018,I WAS GOING TO TELL A TIME TRAVELING JOKE BUT YOU GUYS DIDN’T LIKE IT,12.3.2018  I WAS GOING TO TELL A TIME TRAVELING JOKE BUT YOU GUYS DIDN’T LIKE IT
1174,11.30.2018,FREE TACOS FOR OU’S DEFENSE GOOD THIS SATURDAY 11-4 ONLY,11.30.2018  FREE TACOS FOR OU’S DEFENSE GOOD THIS SATURDAY 11-4 ONLY
1175,11.28.2018,I SNACK SO MY KITCHEN DOESNT GET LONELY IN BETWEEN MEALS,11.28.2018  I SNACK SO MY KITCHEN DOESNT GET LONELY IN BETWEEN MEALS
1176,11.27.2018,HOW DOES KANYE WEST LIKE HIS EGGS? OVER YEEZY,11.27.2018  HOW DOES KANYE WEST LIKE HIS EGGS? OVER YEEZY
1177,11.26.2018,WHAT DOESN’T KILL YOU MAKES YOUR DRINK STRONG,11.26.2018  WHAT DOESN’T KILL YOU MAKES YOUR DRINK STRONG
1178,11.19.2018,This week Friday is Wednesday. You can do it!,11.19.2018  This week Friday is Wednesday. You can do it!
1179,11.16.2018,ME FLIRTING WITH YOU: SO TELL ME ABOUT YOUR DOG,11.16.2018  ME FLIRTING WITH YOU: SO TELL ME ABOUT YOUR DOG
1180,11.14.2018,"TO ANYONE WHO IS CHRISTMAS SHOPPING FOR ME, I WEAR A SIZE 100 IN $$","11.14.2018  TO ANYONE WHO IS CHRISTMAS SHOPPING FOR ME, I WEAR A SIZE 100 IN $$"
1181,11.13.2018,“COMIC BOOKS TO ME ARE FAIRY TALES FOR GROWN UPS” RIP STAN LEE,11.13.2018  “COMIC BOOKS TO ME ARE FAIRY TALES FOR GROWN UPS” RIP STAN LEE
1182,11.12.2018,NEVER WAS SO MUCH OWED BY SO MANY TO SO FEW- WINSTON CHURCHILL,11.12.2018  NEVER WAS SO MUCH OWED BY SO MANY TO SO FEW- WINSTON CHURCHILL
1183,11.9.2018,I GOT A PROMOTION AT THE FARM! IM THE NEW C I E I O,11.9.2018  I GOT A PROMOTION AT THE FARM! IM THE NEW C I E I O
1184,11.7.2018,FREE MARGARITAS FOR BIPARTISAN HUGS,11.7.2018  FREE MARGARITAS FOR BIPARTISAN HUGS
1185,11.6.2018,"VOTERS ARE RED, VOTERS ARE BLUE, WHATEVER U VOTE JUST MAKE SURE U DO!","11.6.2018  VOTERS ARE RED, VOTERS ARE BLUE, WHATEVER U VOTE JUST MAKE SURE U DO!"
1186,11.5.2018,I’M VOTING FOR WHOEVER TEXTED ME THE LEAST,11.5.2018  I’M VOTING FOR WHOEVER TEXTED ME THE LEAST
1187,10.31.2018,DOUBLE DOUBLE TOIL AND TROUBLE SALSA BURN AND MARGARITA BUBBLE,10.31.2018  DOUBLE DOUBLE TOIL AND TROUBLE SALSA BURN AND MARGARITA BUBBLE
1188,10.30.2018,DO YOU EVER WANT TO TAKE A NAP BUT THE NAP DOESN’T WANT TO TAKE U,10.30.2018  DO YOU EVER WANT TO TAKE A NAP BUT THE NAP DOESN’T WANT TO TAKE U
1189,10.29.2018,DO YOU EVER WANT 2 TAKE A NAP BUT THE NAP DOESN’T WANT TO TAKE U!?,10.29.2018  DO YOU EVER WANT 2 TAKE A NAP BUT THE NAP DOESN’T WANT TO TAKE U!?
1190,10.24.2018,YOU SPEND 3 HRS A WEEK ON BUMBLE YOU CAN SPARE 20 MIN TO VOTE!,10.24.2018  YOU SPEND 3 HRS A WEEK ON BUMBLE YOU CAN SPARE 20 MIN TO VOTE!
1191,10.23.2018,BOILING WATER IS SO HOT RIGHT NOW!,10.23.2018  BOILING WATER IS SO HOT RIGHT NOW!
1192,10.22.2018,GHOSTED? IN OCTOBER? HOW FESTIVE!,10.22.2018  GHOSTED? IN OCTOBER? HOW FESTIVE!
1193,10.19.2018,I’VE HAD WATER BOTTLES IN MY ROOM LONGER THAN PETE & ARIANA’S RELATIONSHIP,10.19.2018  I’VE HAD WATER BOTTLES IN MY ROOM LONGER THAN PETE & ARIANA’S RELATIONSHIP
1194,10.18.2018,ERROR 404 NOT FOUND,10.18.2018  ERROR 404 NOT FOUND
1195,10.16.2018,"LISTEN, I STILL WANT TO BE INVITED BUT I’M NOT COMING","10.16.2018  LISTEN, I STILL WANT TO BE INVITED BUT I’M NOT COMING"
1196,10.15.2018,THE TEMPERATURE WENT FROM 90 TO 55 LIKE IT SAW A STATE TROOPER,10.15.2018  THE TEMPERATURE WENT FROM 90 TO 55 LIKE IT SAW A STATE TROOPER
1197,10.12.2018,ACL ROUND 2? I’M TOO OLD FOR THIS,10.12.2018  ACL ROUND 2? I’M TOO OLD FOR THIS
1198,10.11.2018,MAYBE WE NEED TO STOP ASKING OURSELVES KANYE? AND INSTEAD ASK SHOULDYE,10.11.2018  MAYBE WE NEED TO STOP ASKING OURSELVES KANYE? AND INSTEAD ASK SHOULDYE
1199,10.10.2018,MEMES ARE JUST PUBLIC INSIDE JOKES,10.10.2018  MEMES ARE JUST PUBLIC INSIDE JOKES
1200,10.8.2018,PUMPKIN SPIKE FOR FALL? GROUNDBREAKING,10.8.2018  PUMPKIN SPIKE FOR FALL? GROUNDBREAKING
1201,10.3.2018,IT’S EASY TO FALL ASLEEP ON A COUCH UNTIL U NEED TO FAIL ASLEEP ON A COUCH,10.3.2018  IT’S EASY TO FALL ASLEEP ON A COUCH UNTIL U NEED TO FAIL ASLEEP ON A COUCH
1202,10.2.2018,I’D WALK ACROSS LEGOS FOR YOU,10.2.2018  I’D WALK ACROSS LEGOS FOR YOU
1203,10.1.2018,I’d walk across Legos for you,10.1.2018  I’d walk across Legos for you
1204,9.28.2018,ME: I’M READY TO CALL IT A NIGHT COWORKER: IT’S 9AM,9.28.2018  ME: I’M READY TO CALL IT A NIGHT COWORKER: IT’S 9AM
1205,9.27.2018,STARTING UR DAY W/ A RUN IS A GREAT WAY TO MAKE SURE IT DOESN’T GET WORSE,9.27.2018  STARTING UR DAY W/ A RUN IS A GREAT WAY TO MAKE SURE IT DOESN’T GET WORSE
1206,9.26.2018,DON’T YOU JUST LOVE AUSTIN IN THE FALL,9.26.2018  DON’T YOU JUST LOVE AUSTIN IN THE FALL
1207,9.25.2018,"IF YOU SUCK AT PLAYING THE TRUMPET, THAT’S PROBABLY WHY","9.25.2018  IF YOU SUCK AT PLAYING THE TRUMPET, THAT’S PROBABLY WHY"
1208,9.24.2018,CLOSING YOUR EYES AFTER TURNING OFF YOUR ALARM IS A DANGEROUS GAME,9.24.2018  CLOSING YOUR EYES AFTER TURNING OFF YOUR ALARM IS A DANGEROUS GAME
1209,9.19.2018,NOBODY HAS SEEN YOU LOOK WORSE THAN THE CORNER SHOP NEAR YOUR HOUSE,9.19.2018  NOBODY HAS SEEN YOU LOOK WORSE THAN THE CORNER SHOP NEAR YOUR HOUSE
1210,9.17.2018,COULDN’T THINK OF ANYTHING,9.17.2018  COULDN’T THINK OF ANYTHING
1211,9.14.2018,WELCOME TO ADULTHOOD I HOPE U LIKE IBUPROFEN,9.14.2018  WELCOME TO ADULTHOOD I HOPE U LIKE IBUPROFEN
1212,9.13.2018,“I MISS YOU” SEASON IS RIGHT AROUND THE CORNER,9.13.2018  “I MISS YOU” SEASON IS RIGHT AROUND THE CORNER
1213,9.12.2018,"ALEXA, SKIP TO FRIDAY","9.12.2018  ALEXA, SKIP TO FRIDAY"
1214,9.10.2018,SUMMER’S OVER! TIME TO WORK ON MY WINTER BODY!,9.10.2018  SUMMER’S OVER! TIME TO WORK ON MY WINTER BODY!
1215,9.6.2018,WHAT IS THIS SKY WATER THAT KEEPS FALLING ON ME?,9.6.2018  WHAT IS THIS SKY WATER THAT KEEPS FALLING ON ME?
1216,9.5.2018,I EAT MOSTLY WHOLE FOODS WHOLE PIZZA WHOLE CAKE ETC.,9.5.2018  I EAT MOSTLY WHOLE FOODS WHOLE PIZZA WHOLE CAKE ETC.
1217,9.4.2018,I DIDN’T MEAN TO GAIN WEIGHT IT HAPPENED BY SNACCIDENT,9.4.2018  I DIDN’T MEAN TO GAIN WEIGHT IT HAPPENED BY SNACCIDENT
1218,8.30.2018,I JUST DON’T WANNA LOOK BACK & THINK I COULD’VE EATEN THAT,8.30.2018  I JUST DON’T WANNA LOOK BACK & THINK I COULD’VE EATEN THAT
1219,8.29.2018,TO ALL THE TACOS I’VE LOVED BEFORE,8.29.2018  TO ALL THE TACOS I’VE LOVED BEFORE
1220,8.27.2018,IT COSTS $0.00 TO BE A KIND HUMAN BEING,8.27.2018  IT COSTS $0.00 TO BE A KIND HUMAN BEING
1221,8.24.2018,IT’S SO HOT MY THERMOMETER JUST SAYS: IDRIS ELBA,8.24.2018  IT’S SO HOT MY THERMOMETER JUST SAYS: IDRIS ELBA
1222,8.23.2018,JOHN “CHAPPY” CHAPMAN THANK YOU PRIMUS EO,8.23.2018  JOHN “CHAPPY” CHAPMAN THANK YOU PRIMUS EO
1223,8.22.2018,DO CLOUDS EVER LOOK DOWN ON US & SAY THAT ONE IS SHAPED LIKE AN IDIOT,8.22.2018  DO CLOUDS EVER LOOK DOWN ON US & SAY THAT ONE IS SHAPED LIKE AN IDIOT
1224,8.21.2018,TORTILLA CHIPS? YOU MEAN A QUESO SHOVEL,8.21.2018  TORTILLA CHIPS? YOU MEAN A QUESO SHOVEL
1225,8.16.2018,"WHEN LIFE GIVES YOU LEMONS, GIVE THEM BACK & ASK FOR MARGARITAS","8.16.2018  WHEN LIFE GIVES YOU LEMONS, GIVE THEM BACK & ASK FOR MARGARITAS"
1226,8.14.2018,UGH I HATE IT WHEN MERCURY IS IN GATORADE,8.14.2018  UGH I HATE IT WHEN MERCURY IS IN GATORADE
1227,8.13.2018,INDIANA JONES MORE LIKE FEDORA THE EXPLORER,8.13.2018  INDIANA JONES MORE LIKE FEDORA THE EXPLORER
1228,8.9.2018,THERE’S NOT ENOUGH RAP SONGS ABOUT STAYING AT HOME AND SAVING MONEY,8.9.2018  THERE’S NOT ENOUGH RAP SONGS ABOUT STAYING AT HOME AND SAVING MONEY
1229,8.8.2018,NOT TO BE DRAMATIC BUT ITS ONLY WEDNESDAY,8.8.2018  NOT TO BE DRAMATIC BUT ITS ONLY WEDNESDAY
1230,8.7.2018,ME FLIRTING WITH YOU: SO TELL ME ABOUT YOUR DOG,8.7.2018  ME FLIRTING WITH YOU: SO TELL ME ABOUT YOUR DOG
1231,8.6.2018,You matter. Don’t give up.,8.6.2018  You matter. Don’t give up.
1232,8.3.2018,I JUST TOOK MY FIRST BIRD OF SHAME,8.3.2018  I JUST TOOK MY FIRST BIRD OF SHAME
1233,8.2.2018,"NO OVERNIGHT TABS, STUDIES HAVE PROVEN THEY CAUSE AMNESIA","8.2.2018  NO OVERNIGHT TABS, STUDIES HAVE PROVEN THEY CAUSE AMNESIA"
1234,8.1.2018,WHAT I IF TOLD YOU YOU READ THE FIRST LINE WRONG?,8.1.2018  WHAT I IF TOLD YOU YOU READ THE FIRST LINE WRONG?
1235,7.31.2018,"IT’S SO HOT, I ALMOST CALLED MY EX, JUST SO I COULD FEEL SOME SHADE","7.31.2018  IT’S SO HOT, I ALMOST CALLED MY EX, JUST SO I COULD FEEL SOME SHADE"
1236,7.30.2018,MEH ITS MONDAY,7.30.2018  MEH ITS MONDAY
1237,7.27.2018,MY FAVORITE ESSENTIAL OIL IN BACON GREASE,7.27.2018  MY FAVORITE ESSENTIAL OIL IN BACON GREASE
1238,7.26.2018,I DOLPHINETALY LOVE A GOOD PUN,7.26.2018  I DOLPHINETALY LOVE A GOOD PUN
1239,7.25.2018,IN QUESO EMERGENCY CALL 512-474-1222,7.25.2018  IN QUESO EMERGENCY CALL 512-474-1222
1240,7.24.2018,"LIFE ISN’T ALWAYS TACOS & TEQUILA, BUT IT SHOULD BE","7.24.2018  LIFE ISN’T ALWAYS TACOS & TEQUILA, BUT IT SHOULD BE"
1241,7.23.2018,CALL ME LAY-Z I GOT 99 CHORES & I AIN’T DID 1,7.23.2018  CALL ME LAY-Z I GOT 99 CHORES & I AIN’T DID 1
1242,7.20.2018,WE HAVE BIG ENCHILADA ENERGY,7.20.2018  WE HAVE BIG ENCHILADA ENERGY
1243,7.19.2018,THIS WEEK HAS BEEN LONGER THAN MY LAST CVS RECEIPT,7.19.2018  THIS WEEK HAS BEEN LONGER THAN MY LAST CVS RECEIPT
1244,7.18.2018,NOW HIRING FABULOUS SHRIMP FAJITAS,7.18.2018  NOW HIRING FABULOUS SHRIMP FAJITAS
1245,7.17.2018,"IF YOU CAN’T TIE A KNOT, YOU CANNOT. IF YOU CAN, YOU CAN KNOT.","7.17.2018  IF YOU CAN’T TIE A KNOT, YOU CANNOT. IF YOU CAN, YOU CAN KNOT."
1246,7.13.2018,THE SUPREME COURT IS JUST A REGULAR COURT W/ GUAC & BACON,7.13.2018  THE SUPREME COURT IS JUST A REGULAR COURT W/ GUAC & BACON
1247,7.12.2018,HAVING 1 CHILD MAKES U A PARENT HAVING 2 MAKES U A REFEREE,7.12.2018  HAVING 1 CHILD MAKES U A PARENT HAVING 2 MAKES U A REFEREE
1248,7.11.2018,WE DEDICATE THIS SIGN TO THE BRAVE TEAM OF THE THAI RESCUE MISSION,7.11.2018  WE DEDICATE THIS SIGN TO THE BRAVE TEAM OF THE THAI RESCUE MISSION
1249,7.10.2018,"UNLESS YOUR’RE A MARGARITA, I CAN LIVE WITHOUT YOU","7.10.2018  UNLESS YOUR’RE A MARGARITA, I CAN LIVE WITHOUT YOU"
1250,7.9.2018,MAYBE IF WE SIT EXTREMELY STILL MONDAY WONT BE ABLE TO SEE US,7.9.2018  MAYBE IF WE SIT EXTREMELY STILL MONDAY WONT BE ABLE TO SEE US
1251,7.6.2018,"PLEASE BE PATIENT, OUR SIGN ON PROCRASTINATION WILL BE UP SHORTLY","7.6.2018  PLEASE BE PATIENT, OUR SIGN ON PROCRASTINATION WILL BE UP SHORTLY"
1252,7.3.2018,TODAY’S FORECAST: JUST STAY INSIDE,7.3.2018  TODAY’S FORECAST: JUST STAY INSIDE
1253,7.2.2018,IF MONDAYS WERE SHOES THEY’D BE CROCKS,7.2.2018  IF MONDAYS WERE SHOES THEY’D BE CROCKS
1254,6.29.2018,The only ones who think I’m a snack are mosquitos,6.29.2018  The only ones who think I’m a snack are mosquitos
1255,6.28.2018,I haven’t been this excited for Friday since last Friday.,6.28.2018  I haven’t been this excited for Friday since last Friday.
1256,6.27.2018,We’re the Globetrotters of restaurants. We never lose.,6.27.2018  We’re the Globetrotters of restaurants. We never lose.
1257,6.26.2018,FWD: Don’t talk to me until I’ve had my morning margarita,6.26.2018  FWD: Don’t talk to me until I’ve had my morning margarita
1258,6.25.2018,Who is the DPS intern trying to steal our marquee thunder?,6.25.2018  Who is the DPS intern trying to steal our marquee thunder?
1259,6.22.2018,List of people I like: 1. Dog,6.22.2018  List of people I like: 1. Dog
1260,6.21.2018,ADULTS SEEMED A LOT ADULTIER WHEN I WAS A KID,6.21.2018  ADULTS SEEMED A LOT ADULTIER WHEN I WAS A KID
1261,6.20.2018,I SET OUT TO LOSE 10LBS THIS MONTH ONLY 15 TO GO,6.20.2018  I SET OUT TO LOSE 10LBS THIS MONTH ONLY 15 TO GO
1262,6.19.2018,FWD DONT LET ANYONE TREAT U LIKE SALSA U ARE GUAC,6.19.2018  FWD DONT LET ANYONE TREAT U LIKE SALSA U ARE GUAC
1263,6.18.2018,I’VE RECEIVED A LAW DEGREE FROM NETFLIX UPON FINISHING THE STAIRCASE,6.18.2018  I’VE RECEIVED A LAW DEGREE FROM NETFLIX UPON FINISHING THE STAIRCASE
1264,6.15.2018,PREGAME HERE FOR INCREDIBLES 2,6.15.2018  PREGAME HERE FOR INCREDIBLES 2
1265,6.14.2018,ARIANA GRANDE: HI 🙂 PETE DAVIDSON: WILL U MARRY ME,6.14.2018  ARIANA GRANDE: HI 🙂 PETE DAVIDSON: WILL U MARRY ME
1266,6.13.2018,WE ARE RENAMING OUR RESTAURANT IHOQ/INTERNATIONAL HOUSE OF QUESO,6.13.2018  WE ARE RENAMING OUR RESTAURANT IHOQ/INTERNATIONAL HOUSE OF QUESO
1267,6.12.2018,THE BEACH GONNA GET WHATEVER BODY I GIVE IT,6.12.2018  THE BEACH GONNA GET WHATEVER BODY I GIVE IT
1268,6.11.2018,I NEED YOU TO BE STRONG RIGHT NOW ME TO COFFEE,6.11.2018  I NEED YOU TO BE STRONG RIGHT NOW ME TO COFFEE
1269,6.8.2018,WE HAVE UPDATED OUR TERMS & CONDITIONS,6.8.2018  WE HAVE UPDATED OUR TERMS & CONDITIONS
1270,6.7.2018,MY FRIDAY WAS GOING PRETTY WELL UNTIL I REALIZED IT WAS THURSDAY,6.7.2018  MY FRIDAY WAS GOING PRETTY WELL UNTIL I REALIZED IT WAS THURSDAY
1271,6.6.2018,ONE WORD CAN CHANGE SOMEONES ENTIRE DAY: MARGARITA,6.6.2018  ONE WORD CAN CHANGE SOMEONES ENTIRE DAY: MARGARITA
1272,6.5.2018,I CAN TELL PEOPLE ARE JUDGEMENTAL JUST BY LOOKING AT THEM,6.5.2018  I CAN TELL PEOPLE ARE JUDGEMENTAL JUST BY LOOKING AT THEM
1273,6.4.2018,PUT QUESO N MY FACE-O!,6.4.2018  PUT QUESO N MY FACE-O!
1274,6.1.2018,I WROTE THIS SIGN ON AMBIEN,6.1.2018  I WROTE THIS SIGN ON AMBIEN
1275,5.31.2018,TODAY MY MARGARITA NEEDS A MARGARITA,5.31.2018  TODAY MY MARGARITA NEEDS A MARGARITA
1276,5.29.2018,TUESDAY WOULD BE ALOT CUTER IF IT WERE FRIDAY,5.29.2018  TUESDAY WOULD BE ALOT CUTER IF IT WERE FRIDAY
1277,5.24.2018,"NO ONE EVER ASKS HOW COCA-COLA IS DOING, IT’S ALWAYS “IS PEPSI OKAY”","5.24.2018  NO ONE EVER ASKS HOW COCA-COLA IS DOING, IT’S ALWAYS “IS PEPSI OKAY”"
1278,5.22.2018,"FREE MARGARITAS FOR TEACHERS LAST DAY OF SCHOOL MAY 30, 2018","5.22.2018  FREE MARGARITAS FOR TEACHERS LAST DAY OF SCHOOL MAY 30, 2018"
1279,5.17.2018,DOLLAR MARGS TODAY OKURRRRRRRRRT!? CARDI B,5.17.2018  DOLLAR MARGS TODAY OKURRRRRRRRRT!? CARDI B
1280,5.16.2018,AUTOCORRECT MAKES ME TYPE THINGS I DIDN’T NINTENDO,5.16.2018  AUTOCORRECT MAKES ME TYPE THINGS I DIDN’T NINTENDO
1281,5.15.2018,I GET ROAD RAGE WALKING BEHIND PEOPLE,5.15.2018  I GET ROAD RAGE WALKING BEHIND PEOPLE
1282,5.14.2018,YOU KNOW WHAT THEY SAY ABOUT PARANOID PEOPLE,5.14.2018  YOU KNOW WHAT THEY SAY ABOUT PARANOID PEOPLE
1283,5.11.2018,GOODNIGHT NURSE! SAMMY YOU WILL BE MISSED,5.11.2018  GOODNIGHT NURSE! SAMMY YOU WILL BE MISSED
1284,5.10.2018,"GLUTEN-FREE, DAIRY-FREE, FAT-FREE: THE TEQUILA DIET","5.10.2018  GLUTEN-FREE, DAIRY-FREE, FAT-FREE: THE TEQUILA DIET"
